0.500001,0.418606
0.502076,0.423496
0.504805,0.428717
0.508302,0.434326
0.51267,0.440384
0.518011,0.44696
0.524422,0.454129
0.531997,0.461973
0.540819,0.470584
0.550955,0.480063
0.56245,0.490519
0.575323,0.502074
0.589564,0.514858
0.605122,0.529017
0.621909,0.544708
0.639795,0.562103
0.658608,0.581388
0.501724,0.410513
0.507893,0.415387
0.513374,0.420574
0.519756,0.426128
0.527273,0.432107
0.536086,0.438575
0.546326,0.445604
0.558107,0.45327
0.571522,0.461662
0.58664,0.470873
0.6035,0.481008
0.622104,0.492181
0.642411,0.504517
0.664334,0.518151
0.687735,0.533233
0.712421,0.549925
0.738149,0.568405
0.503345,0.400946
0.51121,0.405785
0.517851,0.410921
0.525426,0.416402
0.534222,0.422284
0.544419,0.428626
0.556161,0.435495
0.569568,0.442965
0.584739,0.451118
0.601744,0.460042
0.620623,0.469835
0.641375,0.480605
0.663956,0.492469
0.688272,0.505555
0.714174,0.520004
0.741457,0.535969
0.769863,0.553617
0.50489,0.389752
0.513995,0.394537
0.52148,0.3996
0.529913,0.404987
0.539616,0.410749
0.550782,0.416943
0.563563,0.423632
0.578085,0.430883
0.594448,0.438774
0.612729,0.447387
0.632966,0.456814
0.655163,0.467156
0.679275,0.478523
0.705208,0.491034
0.732812,0.504822
0.76188,0.52003
0.79215,0.536814
0.506362,0.376768
0.516452,0.381473
0.524601,0.386438
0.533699,0.391706
0.544093,0.397325
0.555988,0.403345
0.569542,0.409827
0.584884,0.416834
0.602118,0.424435
0.621323,0.43271
0.642542,0.441744
0.665779,0.451629
0.690997,0.462469
0.718102,0.474375
0.74695,0.48747
0.777338,0.501887
0.809002,0.517772
0.507766,0.361815
0.518664,0.366412
0.527352,0.371252
0.536978,0.376372
0.547914,0.381817
0.560373,0.387635
0.574514,0.39388
0.590472,0.400611
0.608354,0.407893
0.62824,0.415799
0.650178,0.424406
0.674178,0.433801
0.700204,0.44408
0.728173,0.455344
0.757945,0.467709
0.789323,0.481297
0.822052,0.496243
0.509103,0.344701
0.520678,0.349158
0.529808,0.353839
0.53986,0.358778
0.551224,0.364016
0.564118,0.369598
0.578708,0.375572
0.595127,0.381992
0.613487,0.38892
0.633871,0.396419
0.65633,0.404563
0.680879,0.41343
0.70749,0.423108
0.736086,0.433691
0.766536,0.445284
0.798653,0.457999
0.832191,0.471961
0.510377,0.325219
0.522523,0.329499
0.532016,0.333983
0.542411,0.338703
0.554112,0.343696
0.567341,0.349002
0.582267,0.354666
0.599026,0.360737
0.617729,0.367268
0.638464,0.37432
0.661286,0.381958
0.686216,0.390254
0.713231,0.399286
0.742264,0.409142
0.773195,0.419915
0.805846,0.431709
0.839984,0.444635
0.511589,0.303145
0.524219,0.307205
0.534011,0.31145
0.54468,0.315909
0.556642,0.320613
0.570123,0.3256
0.585294,0.330908
0.60229,0.336583
0.621228,0.342672
0.642194,0.349229
0.66525,0.356313
0.690421,0.363988
0.717692,0.372325
0.747006,0.381401
0.778251,0.391301
0.811264,0.402117
0.845825,0.41395
0.512742,0.278238
0.525781,0.282031
0.535818,0.285988
0.546702,0.290136
0.558861,0.294502
0.572525,0.299119
0.587863,0.304022
0.605013,0.309249
0.624092,0.314843
0.645191,0.320852
0.668372,0.327327
0.693668,0.334325
0.721071,0.341909
0.750532,0.350147
0.781952,0.359113
0.81518,0.368889
0.850011,0.379564
0.513836,0.250238
0.527221,0.25371
0.537455,0.257325
0.548505,0.261107
0.560807,0.265079
0.574594,0.26927
0.590034,0.273709
0.607267,0.27843
0.62641,0.283471
0.647555,0.288871
0.67077,0.294675
0.696092,0.300934
0.723521,0.3077
0.753016,0.315033
0.784491,0.322997
0.817807,0.331663
0.852775,0.341108
0.514875,0.218865
0.528548,0.221955
0.538938,0.225167
0.550111,0.228521
0.562509,0.232037
0.576367,0.235738
0.591854,0.239649
0.609109,0.243798
0.628249,0.248218
0.64937,0.252941
0.672541,0.258006
0.697805,0.263454
0.725168,0.269329
0.7546,0.275683
0.786025,0.282569
0.819318,0.290047
0.854306,0.29818
0.515859,0.183816
0.529772,0.186457
0.540281,0.189198
0.551538,0.192055
0.563992,0.195044
0.577877,0.198183
0.593362,0.201494
0.610587,0.204998
0.629668,0.208722
0.650702,0.212692
0.673763,0.216939
0.698896,0.221497
0.726116,0.226401
0.755401,0.231692
0.786685,0.237415
0.819858,0.243616
0.854762,0.250348
0.51679,0.144769
0.530899,0.146885
0.541495,0.149078
0.552803,0.15136
0.565277,0.153743
0.579151,0.156242
0.594593,0.158871
0.611742,0.161648
0.630715,0.164592
0.651611,0.167723
0.674503,0.171066
0.699444,0.174644
0.726453,0.178486
0.755517,0.182622
0.786582,0.187085
0.81955,0.191912
0.854278,0.197142
0.517669,0.101373
0.531935,0.102881
0.542589,0.104441
0.553919,0.106062
0.566382,0.107752
0.580211,0.10952
0.595574,0.111377
0.612609,0.113334
0.631433,0.115405
0.652144,0.117603
0.674819,0.119943
0.699514,0.122443
0.726255,0.125122
0.755035,0.127999
0.785812,0.131097
0.8185,0.13444
0.852972,0.138055
0.518499,0.0532543
0.532885,0.0540597
0.543572,0.0548923
0.554898,0.0557561
0.567322,0.0566551
0.581078,0.0575943
0.596331,0.0585788
0.613219,0.0596145
0.631857,0.0607077
0.652345,0.0618657
